title,n_enrolled,Level,language,prices,category,course_duration
Quantitative Marketing Research,53209.0,Introductory,English,50.0,Business,20.0
Les fondements de la stratégie d’entreprise,33021.0,Introductory,French,150.0,Business,40.0
Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068.0,Advanced,English,250.0,Science,90.0
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630.0,Intermediate,English,99.0,Science,20.0
Probability and Statistics I:  A Gentle Introduction to Probability,53209.0,Intermediate,English,199.0,Science,24.0
Introducción a las ecuaciones diferenciales,9868.0,Intermediate,Spanish,49.0,Education,35.0
Agile Mindset Introduction,53209.0,Introductory,English,49.0,Science,6.0
Tropical coastal ecosystems,23031.0,Introductory,English,99.0,Education,36.0
Modern China’s Foundations: The Manchus and the Qing,47166.0,Introductory,English,139.0,Education,30.0
El método de ciencia de datos,53209.0,Introductory,Spanish,39.0,Science,35.0
AWS Developer: Deploying on AWS,25244.0,Advanced,English,149.0,Science,24.0
Autonomous Mobile Robots,62362.0,Intermediate,English,50.0,Science,90.0
Gestión por resultados para gobiernos subnacionales,65955.0,Introductory,Spanish,25.0,Business,40.0
Introduction to Sociology,10412.0,Introductory,English,139.0,Education,30.0
Transformación digital en las empresas,53209.0,Introductory,Spanish,49.0,Business,42.0
Desafios e oportunidades na economia digital,6913.0,Introductory,Portuguese,25.0,Business,20.0
"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186.0,Advanced,English,99.0,Science,108.0
Introduction to Statistical Methods for Gene Mapping,15419.0,Advanced,English,49.0,Science,8.0
Cómo vivir una vida saludable y activa,8990.0,Introductory,Spanish,49.0,Education,20.0
Mandarin Chinese Level 3,8418.0,Intermediate,English,149.0,Education,42.0
Databases: Advanced Topics in SQL,53209.0,Introductory,English,50.0,Science,18.0
Data for Effective Policy Making,13797.0,Introductory,English,25.0,Education,40.0
C Programming: Using Linux Tools and Libraries,13912.0,Intermediate,English,49.0,Science,28.0
Lernen objekt-orientierter Programmierung,10657.0,Introductory,German,49.0,Science,24.0
Cybersecurity: The CISO's View,21507.0,Introductory,English,199.0,Science,24.0
Fundamentals of Java EE Development,10129.0,Intermediate,English,99.0,Science,14.0
"Instructional Design: Digital Media, New Tools and Technology",16419.0,Intermediate,English,299.0,Education,72.0
Molecular Biology – Part 3: RNA Processing and Translation,16520.0,Advanced,English,99.0,Education,48.0
Power and Responsibility: Doing Philosophy with Superheroes,8517.0,Introductory,English,49.0,Education,15.0
Aprendizaje automático y ciencia de datos,13994.0,Intermediate,Spanish,50.0,Science,20.0
Sustainable Urban Freight Transport: A Global Perspective,7769.0,Introductory,English,50.0,Science,25.0
MathTrackX: Statistics,53209.0,Introductory,English,79.0,Education,16.0
Técnicas Cuantitativas y Cualitativas para la Investigación,29885.0,Intermediate,Spanish,65.0,Science,12.0
Strategic Applications of IT Project & Program Management,17914.0,Introductory,English,199.0,Business,24.0
Advanced Bioconductor,26063.0,Advanced,English,149.0,Science,12.0
What Every Provider Should Know: Clinical Fundamentals,53209.0,Introductory,English,50.0,Education,50.0
Análisis e interpretación de información económica y financiera,5891.0,Intermediate,Spanish,49.0,Business,35.0
AWS IoT: Developing and Deploying an Internet of Things,8884.0,Intermediate,English,99.0,Science,16.0
Measuring Sustainable Development,53209.0,Intermediate,English,25.0,Science,10.0
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814.0,Intermediate,English,49.0,Science,72.0
Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458.0,Introductory,English,50.0,Education,30.0
Image Processing and Analysis for Life Scientists,8621.0,Intermediate,English,199.0,Science,14.0
La protección del menor,7654.0,Introductory,Spanish,49.0,Education,20.0
Globalization: Past and Future,10127.0,Introductory,English,25.0,Education,12.0
Star Trek: Inspiring Culture and Technology,6521.0,Introductory,English,40.0,Education,14.0
Qué funciona en educación: políticas educativas basadas en evidencia,15701.0,Introductory,Spanish,25.0,Education,40.0
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",53209.0,Introductory,English,99.0,Science,8.0
Tools for Academic Engagement in Public Policy,5035.0,Introductory,English,199.0,Comunication,6.0
Theory of Change for Development,10736.0,Introductory,English,199.0,Education,28.0
Monozukuri: Making Things,53209.0,Introductory,English,49.0,Science,8.0
Drug Discovery & Medicinal Chemistry,53209.0,Intermediate,English,99.0,Education,30.0
Digital Biomaterials,53209.0,Introductory,English,149.0,Education,12.0
Natural Resources for Sustainable Development,9668.0,Intermediate,English,49.0,Science,60.0
Omnichannel Strategy and Management,15860.0,Intermediate,English,99.0,Business,16.0
General Overview of Cannabis and the Industry’s Outlook and Professions,5048.0,Introductory,English,199.0,Education,32.0
Amazon SageMaker: Simplifying Machine Learning Application Development,11765.0,Intermediate,English,99.0,Science,12.0
Formulación y nomenclatura de compuestos químicos,12748.0,Introductory,Spanish,49.0,Science,24.0
Introducción a la factura electrónica,5829.0,Intermediate,Spanish,50.0,Business,16.0
Demand and Supply Analytics,23585.0,Intermediate,English,249.0,Business,108.0
Advanced Algorithmics and Graph Theory with Python,13502.0,Intermediate,English,49.0,Science,18.0
Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,53209.0,Intermediate,English,59.0,Education,20.0
Diagramas UML estructurales para la Ingeniería del Software,5820.0,Introductory,Spanish,50.0,Science,20.0
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232.0,Intermediate,English,49.0,Education,21.0
Fundamentos de Mecánica para Ingeniería,14219.0,Introductory,Spanish,49.0,Education,24.0
Leadership and Management for PM Practitioners in IT,21949.0,Introductory,English,199.0,Business,24.0
Entrepreneurship 103: Show Me The Money,15184.0,Introductory,English,300.0,Business,30.0
Historia de la ética,9383.0,Introductory,Spanish,29.0,Education,12.0
Drainage in Agriculture: controlling water and salt levels in the soil,53209.0,Advanced,English,49.0,Education,95.0
Radio para internet con Podcast: creación y conceptos básicos,6460.0,Introductory,Spanish,50.0,Comunication,24.0
Introducción a los circuitos eléctricos,11953.0,Intermediate,Spanish,49.0,Science,35.0
AP® Physics 1: Challenging Concepts,12145.0,Introductory,English,49.0,Education,24.0
Introduction to Java Programming – Part 2,71203.0,Introductory,English,99.0,Science,20.0
AP® Macroeconomics,29433.0,Introductory,English,49.0,Business,54.0
Climate Change Education,12056.0,Introductory,English,25.0,Education,40.0
"Introducción al griego clásico: verbos, oraciones y filosofía",53209.0,Introductory,Spanish,49.0,Education,20.0
Applied Deep Learning Capstone Project,8429.0,Advanced,English,99.0,Science,15.0
FinTech Ethics and Risks,10696.0,Introductory,English,199.0,Business,18.0
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828.0,Advanced,English,139.0,Science,21.0
The Conquest of Space: Space Exploration and Rocket Science,19926.0,Introductory,English,129.0,Science,28.0
Business Strategy and Operations in a Biobased Economy,53209.0,Advanced,English,149.0,Business,70.0
What Works in Education: Evidence-Based Education Policies,5540.0,Introductory,English,25.0,Education,40.0
Electric Cars: Business,14199.0,Intermediate,English,50.0,Business,16.0
Thermodynamics of Materials,53209.0,Intermediate,English,150.0,Science,160.0
Mechanics: Momentum and Energy,14846.0,Intermediate,English,49.0,Education,154.0
Co-Creating Sustainable Cities,12415.0,Advanced,English,49.0,Education,56.0
Cómo educar teniendo en cuenta la muerte,53209.0,Introductory,Spanish,49.0,Education,12.0
Introduction to Animal Ethics,6608.0,Introductory,English,49.0,Education,10.0
Teamwork & Collaboration,53209.0,Introductory,English,199.0,Comunication,15.0
Grant Writing and Crowdfunding for Public Libraries,12853.0,Introductory,English,49.0,Education,8.0
Leading Ambitious Teaching and Learning,24273.0,Advanced,English,199.0,Education,18.0
Financing Innovative Ventures,53209.0,Introductory,English,149.0,Business,8.0
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",53209.0,Intermediate,English,49.0,Education,21.0
Theories of Media and Technology,53209.0,Introductory,English,249.0,Education,126.0
Introducción a la Estructura de la Materia,11859.0,Introductory,Spanish,25.0,Science,16.0
"Batteries, Fuel Cells, and their Role in Modern Society",11865.0,Introductory,English,49.0,Science,18.0
Communication Skills for Dialoguing Across Difference,60943.0,Introductory,English,25.0,Comunication,2.0
Social Media: How Media Got Social,13616.0,Introductory,English,139.0,Comunication,8.0
"Portfolio Management, Governance, & the PMO",17299.0,Introductory,English,199.0,Business,24.0
edX101: Overview of Creating an edX Course,22327.0,Introductory,English,99.0,Education,2.0
"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",53209.0,Introductory,Spanish,49.0,Education,16.0
Data Analysis for Decision Making,8342.0,Advanced,English,214.0,Business,63.0
UML Class Diagrams for Software Engineering,33710.0,Introductory,English,49.0,Science,12.0
Driving Digital Innovation through Experimentation,16904.0,Advanced,English,399.0,Science,24.0
Compilation Basics for Macroeconomic Statistics,6570.0,Introductory,English,25.0,Science,16.0
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189.0,Introductory,Spanish,25.0,Science,20.0
From Fossil Resources to Biomass: A Chemistry Perspective,5464.0,Advanced,English,149.0,Science,120.0
System Dynamics for Health Sciences,15157.0,Intermediate,English,139.0,Education,27.0
Internet de las cosas (IoT) y Big Data,53209.0,Intermediate,Spanish,49.0,Science,20.0
Introducción a Ciencias de Datos y Estadística Básica para Negocios,53209.0,Advanced,Spanish,50.0,Science,24.0
Introduction to Psychological Research Methods,17087.0,Introductory,English,99.0,Education,14.0
Sustainable Packaging in a Circular Economy,6277.0,Intermediate,English,50.0,Business,24.0
Design in Healthcare: Using Patient Journey Mapping,17946.0,Introductory,English,129.0,Business,32.0
"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",53209.0,Intermediate,Spanish,99.0,Education,24.0
"Electronic, Optical, and Magnetic Properties of Materials",9717.0,Advanced,English,150.0,Science,180.0
La España del Quijote,13277.0,Introductory,Spanish,19.0,Education,42.0
Risk Management for Projects,22269.0,Introductory,English,199.0,Business,10.0
Smithsonian’s Objects That Define America,9071.0,Introductory,English,50.0,Education,10.0
Creating Modern China: The Republican Period to the Present,43045.0,Introductory,English,139.0,Education,30.0
Discover Political Science,6573.0,Intermediate,English,50.0,Education,50.0
Data Science: Inferential Thinking through Simulations,17505.0,Introductory,English,199.0,Science,25.0
Programming for Data Science,41268.0,Introductory,English,199.0,Science,90.0
Public Sector Debt Statistics,53209.0,Intermediate,English,25.0,Business,42.0
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709.0,Advanced,English,299.0,Science,90.0
Creación musical con Soundcool: Introducción,53209.0,Introductory,Spanish,30.0,Education,20.0
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222.0,Introductory,English,49.0,Education,12.0
The Quantum Internet and Quantum Computers: How Will They Change the World?,15014.0,Introductory,English,50.0,Science,12.0
Research Methods: An Engineering Approach,20444.0,Introductory,English,169.0,Science,16.0
Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349.0,Introductory,Spanish,49.0,Education,20.0
Rise to Leadership: Become a CEO,16719.0,Intermediate,English,199.0,Business,20.0
Building a Cybersecurity Toolkit,23275.0,Introductory,English,199.0,Science,24.0
Marketing your Android apps,53209.0,Intermediate,English,49.0,Science,35.0
Embedded Systems Essentials with Arm: Getting Started,53209.0,Intermediate,English,149.0,Science,24.0
Life with Diabetes,12318.0,Introductory,English,139.0,Education,20.0
Human Reproduction,5517.0,Intermediate,English,169.0,Education,12.0
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290.0,Introductory,English,99.0,Science,40.0
Astrophysics: Exploring Exoplanets,48539.0,Intermediate,English,50.0,Education,27.0
Unconventional Reservoir Geomechanics,53209.0,Introductory,English,129.0,Science,70.0
Strategic Account Management,53209.0,Introductory,English,149.0,Business,30.0
PyTorch Basics for Machine Learning,53209.0,Introductory,English,39.0,Science,20.0
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266.0,Intermediate,Spanish,49.0,Education,16.0
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444.0,Introductory,English,169.0,Science,56.0
Gestión de compras eficientes para tu empresa,53209.0,Introductory,Spanish,25.0,Science,20.0
Know HBV And HCV,53209.0,Introductory,English,50.0,Education,3.0
The Supreme Court & American Politics,6216.0,Introductory,English,29.0,Education,48.0
Sales Enablement & Analytics,53209.0,Introductory,English,149.0,Business,30.0
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423.0,Intermediate,Spanish,25.0,Business,40.0
Liderazgo en la empresa familiar,10969.0,Intermediate,Spanish,49.0,Business,48.0
Comparative Political Systems,6934.0,Introductory,English,59.0,Education,30.0
Introducción al Derecho en la vida cotidiana,53209.0,Introductory,Spanish,49.0,Education,30.0
Cloud Computing for Enterprises,27241.0,Intermediate,English,299.0,Science,72.0
Diversity and Social Justice in Social Work,11055.0,Advanced,English,199.0,Education,72.0
Public Library Marketing and Public Relations,7525.0,Introductory,English,49.0,Education,8.0
"Healthcare Finance, Economics and Risk",8006.0,Intermediate,English,199.0,Business,40.0
Reacciones Químicas y Cálculos Estequiométricos,8907.0,Introductory,Spanish,49.0,Science,24.0
Seeking Women’s Rights: Colonial Period to the Civil War,5157.0,Intermediate,English,50.0,Education,20.0
VideoX: Creating Video for the edX Platform,12159.0,Introductory,English,99.0,Education,6.0
Comisión de la Verdad Colombia,53209.0,Introductory,Spanish,29.0,Education,40.0
MathTrackX: Probability,53209.0,Introductory,English,79.0,Education,16.0
Health Informatics for better and safer healthcare,53209.0,Introductory,English,49.0,Health & Safety,16.0
Sign Language Science: Factors Contributing to Natural Change,53209.0,Introductory,English,99.0,Education,16.0
Accounting System Structure and Information Management,53209.0,Introductory,English,50.0,Business,8.0
Sustainable Development: The Post-Capitalist Order,7031.0,Introductory,English,49.0,Business,24.0
"Health Law, Policy, and Advocacy",6358.0,Intermediate,English,199.0,Education,40.0
Introduction to Haptics,53209.0,Introductory,English,129.0,Science,30.0
Gestión de inventario y portafolio,53209.0,Introductory,Spanish,25.0,Science,20.0
Understanding Nuclear Energy,16015.0,Intermediate,English,50.0,Science,30.0
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431.0,Introductory,Spanish,50.0,Business,8.0
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,53209.0,Introductory,English,50.0,Business,30.0
AP® Calculus BC,8542.0,Introductory,English,49.0,Education,33.0
Advanced Linear Algebra: Foundations to Frontiers,53209.0,Advanced,English,49.0,Science,160.0
Entrepreneurial Opportunities,27182.0,Introductory,English,50.0,Business,10.0
Agua en América Latina: Abundancia en medio de la escasez mundial,38581.0,Introductory,Spanish,25.0,Education,40.0
Understanding Political Concepts,7421.0,Introductory,English,59.0,Education,30.0
How to Code: Complex Data,34190.0,Introductory,English,125.0,Science,12.0
Hypersonics – from Shock Waves to Scramjets,19043.0,Advanced,English,99.0,Science,24.0
Micro and Nanofabrication (MEMS),16094.0,Advanced,English,199.0,Science,28.0
Scientific Methods and Research,7501.0,Intermediate,English,49.0,Science,20.0
Customer Centric Marketing for Entrepreneurs,14003.0,Intermediate,English,149.0,Business,20.0
Dog Behavior: Problems and Solutions,16467.0,Intermediate,English,169.0,Education,21.0
The Business of Mining,20406.0,Introductory,English,139.0,Business,8.0
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522.0,Advanced,English,199.0,Education,72.0
The Business of Aging in the Longevity Economy,53209.0,Introductory,English,139.0,Education,8.0
Understanding the Australian Health Care System,8343.0,Introductory,English,59.0,Education,18.0
Age of Sustainable Development,10019.0,Intermediate,English,49.0,Education,70.0
Internationalization: Creating Digital Content for the World,53209.0,Advanced,English,199.0,Science,16.0
Multi-Object Tracking for Automotive Systems,8581.0,Advanced,English,249.0,Science,150.0
Economics and Policies in a Biobased Economy,53209.0,Advanced,English,149.0,Science,64.0
Strategic Leadership in Healthcare,6237.0,Intermediate,English,199.0,Business,40.0
Terrorism and Counterterrorism: An Introduction,14128.0,Introductory,English,49.0,Education,27.0
Exploring Psychology's Core Concepts|走进心理学,5741.0,Introductory,English,139.0,Education,24.0
Creating Virtual Reality (VR) Apps,22349.0,Intermediate,English,99.0,Science,36.0
Análisis Multivariable en SPSS,53209.0,Introductory,Spanish,49.0,Science,20.0
Steps in Japanese for Beginners2 Part1,53209.0,Introductory,English,99.0,Education,20.0
"Competencias para buscar, mantener y promocionar en un empleo",53209.0,Introductory,Spanish,49.0,Education,16.0
Dynamics and Control,27763.0,Introductory,English,50.0,Science,24.0
Finding Your Cybersecurity Career Path,19283.0,Introductory,English,199.0,Science,24.0
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674.0,Introductory,Spanish,29.0,Education,24.0
Mechanics: Rotational Dynamics,13183.0,Intermediate,English,49.0,Education,132.0
Applying Health Coaching in Patient Care,53209.0,Introductory,English,199.0,Education,24.0
Databases: Modeling and Theory,53209.0,Introductory,English,50.0,Science,18.0
"Islamic Banking: Principles, Practice and Risk Management",53209.0,Introductory,English,49.0,Business,16.0
Liderazgo orientado al florecimiento humano,7911.0,Introductory,Spanish,149.0,Business,24.0
Software Construction: Object-Oriented Design,23100.0,Intermediate,English,125.0,Science,54.0
"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",53209.0,Introductory,English,199.0,Science,14.0
Fondements de l’économie sociale et solidaire,53209.0,Intermediate,French,50.0,Education,24.0
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941.0,Introductory,English,50.0,Education,84.0
Innovation Strategies for Electric Mobility: The StreetScooter Case,53209.0,Intermediate,English,99.0,Business,18.0
Sustainable Energy,53209.0,Advanced,English,149.0,Science,130.0
Designing and Leading Learning Systems,11895.0,Advanced,English,199.0,Education,24.0
How the U.S. Government Works & How to Get Involved,5930.0,Introductory,English,49.0,Education,24.0
Inspiring and Motivating Arts and Culture Teams,10817.0,Introductory,English,49.0,Business,20.0
Principles of Microeconomics: An Economist Way of Thinking,53209.0,Intermediate,English,149.0,Business,12.0
A System View of Communications: From Signals to Packets (Part 1),34261.0,Introductory,English,60.0,Science,35.0
"Invasions, Rebellions, and the Fall of Imperial China",41537.0,Introductory,English,139.0,Education,30.0
AP® English Literature & Composition – Part 3: Plays,6443.0,Introductory,English,49.0,Education,28.0
Cómo implantar grupos de mejora de procesos,28100.0,Introductory,Spanish,150.0,Business,32.0
Proteins: Biology's Workforce,25893.0,Intermediate,English,169.0,Education,25.0
Introducción a los ritmos y relojes biológicos,6149.0,Introductory,Spanish,50.0,Science,28.0
Linear Algebra I: Linear Equations,53209.0,Intermediate,English,199.0,Education,18.0
"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205.0,Advanced,English,169.0,Science,28.0
Fundamentos de Electromagnetismo para Ingeniería,15040.0,Introductory,Spanish,49.0,Education,28.0
Sustainable Food Systems: A Mediterranean Perspective,6480.0,Intermediate,English,49.0,Business,30.0
Scripting and Programming Foundations,53209.0,Introductory,English,300.0,Science,80.0
Using GPUs to Scale and Speed-up Deep Learning,9294.0,Intermediate,English,99.0,Science,15.0
StudioX: Creating a Course with edX Studio,20355.0,Introductory,English,99.0,Education,15.0
The Power of Data,53209.0,Introductory,English,49.0,Science,6.0
Introducción a las ondas gravitacionales,8657.0,Introductory,Spanish,50.0,Science,24.0
Drones and Autonomous Systems 2: Applications in Emergency Management,53209.0,Intermediate,English,149.0,Science,12.0
MathTrackX: Differential Calculus,53209.0,Introductory,English,79.0,Education,16.0
Global China: From the Mongols to the Ming,41902.0,Introductory,English,139.0,Education,30.0
Leaders in Citizen Security and Justice Management for the Caribbean,53209.0,Intermediate,English,25.0,Education,40.0
Pattern Studying and Making | 图案审美与创作,53209.0,Introductory,Chinese,139.0,Education,48.0
Computational Neuroscience: Neuronal Dynamics of Cognition,11246.0,Advanced,English,139.0,Education,30.0
Cities and the Challenge of Sustainable Development,8775.0,Introductory,English,25.0,Education,2.0
MathTrackX: Special Functions,53209.0,Introductory,English,79.0,Education,16.0
